order_id,customer_id,courier_id,region,order_time,delivery_time,total_amount,customer_rating
314,248,21,Westside,2025-03-17 08:10:28,2025-03-17 09:28:28,64.7,3.0
315,195,7,Uptown,2025-03-18 22:37:06,2025-03-18 23:13:06,119.85,3.0
316,112,37,Westside,2025-03-20 04:04:21,2025-03-20 04:31:21,19.58,1.0
317,6,12,Westside,2025-03-31 20:00:24,2025-03-31 20:51:24,116.87,4.0
318,110,31,Westside,2025-04-02 02:12:45,2025-04-02 02:34:45,12.84,5.0
319,293,48,Uptown,2025-03-14 18:48:16,2025-03-14 20:09:16,47.68,3.0
320,107,47,Suburbs,2025-03-28 13:03:10,2025-03-28 13:27:10,37.62,1.0
321,274,5,Eastside,2025-03-17 12:32:44,2025-03-17 13:33:44,107.13,2.0
322,233,8,Downtown,2025-03-30 01:32:41,2025-03-30 02:35:41,12.84,5.0
323,237,45,Westside,2025-03-25 21:08:57,2025-03-25 22:06:57,27.9,
324,203,26,Downtown,2025-04-01 23:00:02,2025-04-01 23:49:02,22.25,4.0
325,223,33,Downtown,2025-03-22 22:21:37,2025-03-22 23:26:37,83.33,5.0
326,229,32,Eastside,2025-03-19 17:39:00,2025-03-19 18:08:00,24.01,5.0
327,99,4,Suburbs,2025-03-29 22:10:13,2025-03-29 23:16:13,16.7,
328,53,28,Downtown,2025-03-27 10:43:57,2025-03-27 11:15:57,45.05,3.0
329,272,44,Eastside,2025-04-03 05:32:55,2025-04-03 06:32:55,79.36,1.0
330,141,32,Downtown,2025-04-05 17:47:35,2025-04-05 18:40:35,13.15,5.0
331,106,23,Westside,2025-03-29 02:57:37,2025-03-29 03:46:37,44.98,3.0
332,65,1,Downtown,2025-03-11 02:10:52,2025-03-11 03:18:52,57.13,1.0
333,125,31,Eastside,2025-04-08 16:53:40,2025-04-08 17:27:40,71.66,2.0
334,178,45,Suburbs,2025-04-03 12:05:51,2025-04-03 12:54:51,61.84,
335,60,36,Suburbs,2025-03-23 16:47:31,2025-03-23 17:27:31,14.79,5.0
336,159,21,Uptown,2025-03-11 03:08:46,2025-03-11 04:26:46,27.9,2.0
337,27,18,Eastside,2025-03-25 11:34:25,2025-03-25 12:44:25,90.92,3.0
338,40,50,Uptown,2025-03-13 00:00:29,2025-03-13 00:58:29,105.71,1.0
339,220,49,Eastside,2025-03-21 01:08:59,2025-03-21 02:22:59,106.42,
340,7,10,Suburbs,2025-03-28 23:34:18,2025-03-29 00:50:18,52.29,
341,202,24,Eastside,2025-03-18 09:31:52,2025-03-18 10:22:52,65.43,4.0
342,198,14,Eastside,2025-04-05 22:00:24,2025-04-05 23:05:24,51.69,1.0
343,181,44,Suburbs,2025-04-04 18:27:35,2025-04-04 19:54:35,91.57,4.0
344,248,26,Suburbs,2025-03-21 18:35:40,2025-03-21 19:17:40,43.29,
345,9,38,Eastside,2025-03-29 22:17:14,2025-03-29 23:06:14,77.34,3.0
346,255,10,Eastside,2025-03-18 01:48:42,2025-03-18 02:42:42,95.25,3.0
347,71,5,Westside,2025-04-01 22:42:39,2025-04-01 23:04:39,33.95,4.0
348,139,50,Eastside,2025-03-17 14:28:13,2025-03-17 15:53:13,73.22,3.0
349,179,5,Westside,2025-03-20 08:36:24,2025-03-20 09:23:24,59.45,2.0
350,174,1,Westside,2025-04-07 08:22:13,2025-04-07 09:21:13,82.65,3.0
351,267,4,Suburbs,2025-03-29 00:13:15,2025-03-29 00:36:15,111.13,3.0
352,99,4,Westside,2025-03-29 03:43:50,2025-03-29 04:19:50,48.94,4.0
353,147,38,Downtown,2025-04-08 16:33:22,2025-04-08 16:57:22,107.38,2.0
354,97,27,Westside,2025-04-04 16:23:01,2025-04-04 17:19:01,56.62,4.0
355,169,35,Uptown,2025-03-22 00:49:20,2025-03-22 02:14:20,95.14,4.0
356,209,30,Eastside,2025-03-17 04:41:01,2025-03-17 05:10:01,58.88,4.0
357,57,33,Downtown,2025-03-31 15:32:58,2025-03-31 16:31:58,58.71,2.0
358,127,2,Uptown,2025-03-12 12:06:04,2025-03-12 12:56:04,37.11,2.0
359,6,1,Downtown,2025-03-25 11:13:59,2025-03-25 12:15:59,59.01,
360,139,37,Suburbs,2025-03-24 11:20:24,2025-03-24 11:57:24,81.82,
361,185,2,Uptown,2025-04-06 14:30:01,2025-04-06 15:49:01,88.36,4.0
362,22,18,Downtown,2025-03-14 13:01:35,2025-03-14 13:38:35,101.05,1.0
363,251,6,Uptown,2025-03-31 13:05:52,2025-03-31 13:38:52,27.42,3.0
364,111,10,Uptown,2025-03-30 04:00:56,2025-03-30 04:43:56,78.51,3.0
365,158,43,Suburbs,2025-04-08 08:41:50,2025-04-08 10:03:50,58.87,
366,188,40,Westside,2025-03-31 13:53:27,2025-03-31 14:41:27,28.57,2.0
367,176,38,Uptown,2025-03-13 18:49:21,2025-03-13 20:08:21,104.29,3.0
368,115,23,Downtown,2025-03-18 13:12:08,2025-03-18 13:36:08,51.69,5.0
369,105,32,Westside,2025-03-28 13:38:27,2025-03-28 14:52:27,104.35,4.0
370,23,35,Westside,2025-03-30 05:22:27,2025-03-30 06:35:27,60.11,
371,99,9,Westside,2025-03-25 23:42:10,2025-03-26 00:35:10,53.02,2.0
372,214,30,Uptown,2025-04-02 22:47:54,2025-04-02 23:17:54,36.32,1.0
373,46,30,Westside,2025-04-08 20:34:52,2025-04-08 22:01:52,10.23,3.0
374,139,22,Downtown,2025-03-18 04:25:46,2025-03-18 05:16:46,106.13,1.0
375,198,11,Downtown,2025-03-18 02:16:47,2025-03-18 02:38:47,56.82,2.0
376,278,35,Westside,2025-04-04 20:20:18,2025-04-04 21:29:18,17.5,1.0
377,19,15,Downtown,2025-04-01 05:00:56,2025-04-01 05:42:56,115.16,2.0
378,44,46,Westside,2025-03-29 13:20:35,2025-03-29 13:57:35,47.8,1.0
379,229,13,Suburbs,2025-03-18 09:48:46,2025-03-18 10:47:46,42.68,4.0
380,55,17,Suburbs,2025-03-14 22:59:39,2025-03-14 23:31:39,69.68,2.0
381,48,28,Westside,2025-04-04 12:26:26,2025-04-04 13:18:26,76.26,1.0
382,267,26,Suburbs,2025-03-20 11:04:55,2025-03-20 11:27:55,68.64,3.0
383,146,49,Westside,2025-04-04 23:24:46,2025-04-05 00:51:46,12.91,2.0
384,205,50,Eastside,2025-03-11 07:24:18,2025-03-11 08:50:18,44.47,4.0
385,26,14,Eastside,2025-03-17 17:26:19,2025-03-17 17:55:19,118.96,5.0
386,11,10,Uptown,2025-04-05 12:43:12,2025-04-05 13:33:12,21.05,2.0
387,81,37,Downtown,2025-03-22 08:24:48,2025-03-22 08:52:48,80.29,5.0
388,146,7,Suburbs,2025-03-25 05:59:16,2025-03-25 07:16:16,44.92,
389,180,27,Suburbs,2025-04-08 00:27:31,2025-04-08 01:37:31,42.83,2.0
390,204,30,Westside,2025-04-03 13:24:52,2025-04-03 14:30:52,15.56,5.0
391,12,33,Uptown,2025-04-08 10:24:59,2025-04-08 10:44:59,107.4,
392,245,48,Suburbs,2025-03-14 01:29:33,2025-03-14 02:58:33,48.78,2.0
393,8,38,Downtown,2025-03-25 14:27:34,2025-03-25 14:53:34,94.54,
394,141,31,Suburbs,2025-04-02 05:26:34,2025-04-02 05:51:34,91.11,2.0
395,174,43,Suburbs,2025-03-12 22:26:16,2025-03-12 23:04:16,99.87,4.0
396,220,22,Downtown,2025-03-17 17:50:17,2025-03-17 18:32:17,21.97,2.0
397,191,31,Uptown,2025-04-06 21:20:37,2025-04-06 22:09:37,77.66,1.0
398,222,10,Suburbs,2025-03-30 12:13:47,2025-03-30 13:09:47,46.67,5.0
399,288,23,Downtown,2025-03-28 09:28:05,2025-03-28 09:51:05,46.09,5.0
400,29,30,Downtown,2025-03-17 09:18:49,2025-03-17 09:58:49,45.05,4.0
401,175,19,Westside,2025-03-14 11:02:13,2025-03-14 11:31:13,39.04,5.0
402,100,36,Suburbs,2025-03-18 00:46:29,2025-03-18 01:22:29,88.68,2.0
403,137,19,Uptown,2025-03-19 06:05:30,2025-03-19 07:03:30,95.32,
404,53,30,Downtown,2025-03-11 11:36:57,2025-03-11 12:56:57,45.64,1.0
405,226,4,Suburbs,2025-03-24 23:13:06,2025-03-25 00:16:06,112.92,1.0
406,73,46,Suburbs,2025-04-04 00:13:44,2025-04-04 01:18:44,64.06,3.0
407,7,15,Westside,2025-04-01 06:54:16,2025-04-01 07:16:16,58.79,
408,233,9,Uptown,2025-03-29 22:38:12,2025-03-29 22:59:12,50.61,
409,67,48,Downtown,2025-03-21 22:40:03,2025-03-21 23:44:03,33.01,
410,250,34,Downtown,2025-03-19 17:07:05,2025-03-19 17:59:05,45.05,2.0
411,214,32,Uptown,2025-03-10 17:34:57,2025-03-10 18:05:57,119.28,1.0
412,101,38,Eastside,2025-03-21 03:14:16,2025-03-21 03:43:16,82.12,3.0
413,266,8,Eastside,2025-03-17 19:30:28,2025-03-17 20:59:28,81.54,4.0
414,118,47,Uptown,2025-03-21 08:06:35,2025-03-21 09:33:35,45.14,3.0
415,123,44,Downtown,2025-03-25 09:24:02,2025-03-25 10:16:02,37.95,2.0
416,194,43,Eastside,2025-04-03 02:57:53,2025-04-03 03:19:53,86.79,
417,105,18,Uptown,2025-03-18 07:51:28,2025-03-18 08:27:28,50.08,4.0
418,272,48,Suburbs,2025-03-20 01:04:39,2025-03-20 01:49:39,96.19,4.0
419,162,6,Downtown,2025-03-14 10:36:14,2025-03-14 10:51:14,98.17,5.0
420,236,5,Uptown,2025-03-13 18:02:21,2025-03-13 19:11:21,74.35,1.0
421,274,27,Downtown,2025-03-22 19:20:01,2025-03-22 20:23:01,110.21,2.0
422,105,18,Suburbs,2025-04-08 13:57:04,2025-04-08 15:26:04,94.01,1.0
423,218,22,Downtown,2025-03-19 14:31:43,2025-03-19 15:57:43,99.89,2.0
424,131,46,Downtown,2025-03-27 16:27:25,2025-03-27 17:36:25,98.9,2.0
425,152,16,Uptown,2025-03-31 17:40:40,2025-03-31 18:18:40,117.62,2.0
426,208,31,Westside,2025-03-26 21:53:32,2025-03-26 22:22:32,48.15,
427,254,27,Eastside,2025-03-15 05:08:17,2025-03-15 05:45:17,77.6,2.0
428,237,8,Westside,2025-04-05 19:07:33,2025-04-05 20:03:33,62.16,1.0
429,49,27,Suburbs,2025-03-14 09:29:02,2025-03-14 10:26:02,58.66,
430,98,45,Downtown,2025-03-16 16:34:28,2025-03-16 18:01:28,99.36,1.0
431,229,39,Westside,2025-03-27 18:17:34,2025-03-27 18:56:34,61.3,
432,116,43,Uptown,2025-03-23 03:59:33,2025-03-23 04:46:33,85.35,3.0
433,2,35,Westside,2025-03-19 00:15:16,2025-03-19 01:39:16,85.18,
434,64,32,Downtown,2025-03-13 21:33:40,2025-03-13 22:51:40,42.79,
435,142,14,Westside,2025-03-11 09:16:27,2025-03-11 10:04:27,83.07,
436,105,34,Uptown,2025-03-14 11:10:35,2025-03-14 12:09:35,57.62,3.0
437,286,7,Westside,2025-04-07 08:11:15,2025-04-07 09:05:15,44.01,5.0
438,229,18,Eastside,2025-04-03 04:12:17,2025-04-03 04:41:17,45.67,3.0
439,173,22,Uptown,2025-03-14 00:33:05,2025-03-14 00:53:05,27.53,5.0
440,234,20,Westside,2025-04-01 13:45:31,2025-04-01 14:45:31,92.9,4.0
441,206,27,Westside,2025-03-19 09:46:31,2025-03-19 10:52:31,81.89,4.0
442,293,25,Suburbs,2025-03-12 13:32:02,2025-03-12 14:08:02,46.18,5.0
443,131,50,Suburbs,2025-04-03 20:37:40,2025-04-03 21:06:40,66.2,1.0
444,89,37,Downtown,2025-03-25 18:24:04,2025-03-25 19:16:04,108.62,5.0
445,173,45,Uptown,2025-03-29 14:59:59,2025-03-29 15:26:59,74.63,2.0
446,216,12,Suburbs,2025-04-02 12:30:28,2025-04-02 13:41:28,67.22,3.0
447,100,26,Suburbs,2025-03-28 08:50:15,2025-03-28 09:49:15,64.0,2.0
448,45,28,Uptown,2025-03-26 04:14:18,2025-03-26 04:32:18,56.57,2.0
449,159,23,Uptown,2025-03-14 08:33:41,2025-03-14 09:30:41,116.46,
450,249,13,Eastside,2025-03-19 02:00:59,2025-03-19 03:22:59,113.62,3.0
451,83,21,Westside,2025-03-18 06:36:16,2025-03-18 07:46:16,89.74,
452,127,15,Uptown,2025-03-27 06:33:41,2025-03-27 07:37:41,19.35,1.0
453,218,17,Downtown,2025-04-05 06:50:34,2025-04-05 07:44:34,32.48,
454,173,32,Downtown,2025-03-10 23:44:47,2025-03-11 00:48:47,37.93,4.0
455,35,39,Downtown,2025-03-27 22:20:15,2025-03-27 22:48:15,90.85,
456,248,48,Westside,2025-03-13 15:08:33,2025-03-13 16:16:33,85.47,5.0
457,76,15,Uptown,2025-03-13 06:26:25,2025-03-13 07:46:25,119.53,2.0
458,49,45,Suburbs,2025-03-18 06:04:31,2025-03-18 07:03:31,28.14,
459,138,23,Suburbs,2025-03-17 07:34:18,2025-03-17 07:58:18,100.62,
460,33,35,Westside,2025-04-04 07:18:40,2025-04-04 08:36:40,13.47,3.0
461,219,47,Eastside,2025-03-31 21:08:11,2025-03-31 21:57:11,96.49,
462,239,18,Westside,2025-03-28 16:41:10,2025-03-28 17:47:10,89.06,
463,211,28,Eastside,2025-03-23 03:15:05,2025-03-23 04:09:05,31.96,3.0
464,223,3,Westside,2025-03-20 13:58:46,2025-03-20 14:53:46,104.71,
465,291,4,Westside,2025-03-21 19:48:56,2025-03-21 20:51:56,72.95,5.0
466,172,44,Eastside,2025-03-13 08:39:22,2025-03-13 09:50:22,81.64,3.0
467,227,10,Uptown,2025-03-29 10:50:05,2025-03-29 11:21:05,36.76,2.0
468,143,45,Uptown,2025-03-21 10:51:54,2025-03-21 11:45:54,37.26,4.0
469,189,34,Eastside,2025-03-11 06:33:59,2025-03-11 06:56:59,38.69,3.0
470,231,40,Westside,2025-03-31 05:10:29,2025-03-31 06:26:29,57.21,1.0
471,104,4,Westside,2025-04-04 03:06:57,2025-04-04 03:41:57,101.0,4.0
472,91,9,Westside,2025-03-12 00:11:09,2025-03-12 00:36:09,110.54,4.0
473,267,20,Downtown,2025-03-17 16:01:15,2025-03-17 17:03:15,56.09,
474,78,19,Eastside,2025-04-06 08:00:16,2025-04-06 08:49:16,73.05,2.0
475,163,21,Eastside,2025-03-26 16:57:42,2025-03-26 17:21:42,53.22,3.0
476,11,35,Uptown,2025-03-10 17:42:30,2025-03-10 18:59:30,20.95,3.0
477,63,25,Downtown,2025-03-15 20:37:03,2025-03-15 21:25:03,32.23,1.0
478,49,49,Suburbs,2025-03-31 18:18:32,2025-03-31 19:33:32,71.42,2.0
479,250,27,Downtown,2025-03-25 06:42:25,2025-03-25 06:58:25,101.48,1.0
480,272,19,Suburbs,2025-04-02 09:39:03,2025-04-02 10:55:03,27.98,3.0
481,168,10,Downtown,2025-03-27 13:16:45,2025-03-27 14:15:45,22.6,2.0
482,288,27,Westside,2025-03-11 21:29:46,2025-03-11 22:28:46,27.59,5.0
483,130,7,Suburbs,2025-03-13 08:21:46,2025-03-13 08:47:46,85.24,5.0
484,161,46,Uptown,2025-04-01 23:36:05,2025-04-02 00:36:05,48.82,4.0
485,48,11,Eastside,2025-04-01 03:24:29,2025-04-01 04:53:29,12.31,5.0
486,161,4,Westside,2025-03-13 05:15:06,2025-03-13 06:23:06,13.78,1.0
487,269,44,Uptown,2025-03-24 18:45:30,2025-03-24 19:53:30,45.77,5.0
488,29,28,Suburbs,2025-03-29 03:08:14,2025-03-29 04:35:14,107.06,3.0
489,2,26,Uptown,2025-03-18 21:04:01,2025-03-18 21:31:01,61.15,4.0
490,109,11,Suburbs,2025-03-11 07:20:27,2025-03-11 07:58:27,93.5,5.0
491,131,1,Uptown,2025-03-22 15:40:15,2025-03-22 16:25:15,116.9,5.0
492,83,35,Uptown,2025-03-14 03:14:08,2025-03-14 04:05:08,74.67,2.0
493,122,46,Westside,2025-04-01 23:21:37,2025-04-01 23:42:37,11.47,2.0
494,199,18,Westside,2025-04-06 13:32:57,2025-04-06 14:25:57,70.48,5.0
495,87,10,Suburbs,2025-03-16 11:33:30,2025-03-16 12:17:30,82.82,3.0
496,200,50,Downtown,2025-04-03 04:16:27,2025-04-03 05:24:27,42.29,5.0
497,180,15,Westside,2025-03-18 02:46:28,2025-03-18 04:06:28,48.35,
498,27,42,Westside,2025-03-15 21:21:26,2025-03-15 22:04:26,14.97,5.0
499,131,11,Westside,2025-03-27 12:01:14,2025-03-27 13:10:14,43.27,
500,95,13,Westside,2025-03-15 01:38:06,2025-03-15 02:21:06,22.96,5.0
501,214,29,Eastside,2025-03-13 18:22:22,2025-03-13 19:41:22,68.34,
502,41,3,Downtown,2025-03-11 15:57:13,2025-03-11 16:38:13,43.55,2.0
503,260,29,Suburbs,2025-03-23 05:54:31,2025-03-23 06:37:31,54.64,2.0
504,288,39,Westside,2025-03-24 22:41:58,2025-03-24 22:58:58,83.53,5.0
505,47,3,Downtown,2025-03-28 20:44:53,2025-03-28 21:50:53,62.38,2.0
506,196,44,Suburbs,2025-03-18 05:06:07,2025-03-18 05:24:07,25.65,3.0
507,253,39,Uptown,2025-03-22 17:22:50,2025-03-22 18:23:50,98.05,3.0
508,284,13,Uptown,2025-04-01 15:48:54,2025-04-01 17:13:54,111.51,5.0
509,271,28,Westside,2025-03-27 18:18:39,2025-03-27 18:36:39,87.43,2.0
510,10,40,Suburbs,2025-03-27 10:26:36,2025-03-27 11:03:36,102.53,1.0
511,111,38,Westside,2025-03-24 13:12:55,2025-03-24 14:34:55,68.81,4.0
512,86,17,Uptown,2025-03-27 09:40:35,2025-03-27 10:55:35,105.68,4.0
513,266,4,Westside,2025-03-21 16:38:52,2025-03-21 17:58:52,99.17,5.0
514,196,29,Downtown,2025-03-21 21:36:15,2025-03-21 22:38:15,81.58,
515,137,16,Westside,2025-03-21 03:16:09,2025-03-21 04:02:09,96.48,3.0
516,182,29,Westside,2025-03-20 10:47:10,2025-03-20 11:22:10,13.73,
517,286,6,Westside,2025-04-01 23:00:46,2025-04-02 00:23:46,74.05,4.0
518,28,19,Downtown,2025-04-01 14:26:48,2025-04-01 15:20:48,88.25,5.0
519,125,9,Downtown,2025-04-03 21:22:46,2025-04-03 22:32:46,116.35,4.0
520,256,44,Westside,2025-03-19 18:46:47,2025-03-19 20:05:47,68.55,
521,117,16,Suburbs,2025-03-25 07:23:29,2025-03-25 08:38:29,30.72,
522,86,38,Westside,2025-03-29 14:09:36,2025-03-29 14:44:36,97.26,2.0
523,175,43,Uptown,2025-03-27 09:49:35,2025-03-27 10:20:35,70.68,1.0
524,158,3,Eastside,2025-03-13 11:32:21,2025-03-13 12:05:21,40.8,
525,91,10,Eastside,2025-03-26 10:19:15,2025-03-26 11:39:15,89.86,2.0
526,242,21,Eastside,2025-04-03 07:22:06,2025-04-03 08:52:06,24.2,1.0
527,75,2,Westside,2025-03-11 10:03:58,2025-03-11 10:56:58,34.09,1.0
528,271,21,Eastside,2025-03-28 23:23:09,2025-03-28 23:48:09,32.08,4.0
529,41,11,Suburbs,2025-03-24 13:08:04,2025-03-24 14:36:04,56.42,1.0
530,269,29,Uptown,2025-03-31 01:35:49,2025-03-31 01:53:49,101.23,3.0
531,106,11,Suburbs,2025-03-20 22:06:59,2025-03-20 22:31:59,117.67,1.0
532,166,12,Downtown,2025-03-11 21:57:41,2025-03-11 22:53:41,19.89,3.0
533,260,7,Suburbs,2025-04-06 09:43:34,2025-04-06 11:07:34,15.64,1.0
534,17,40,Westside,2025-03-15 02:04:43,2025-03-15 02:28:43,87.54,5.0
535,183,17,Eastside,2025-03-24 13:36:00,2025-03-24 15:00:00,114.52,1.0
536,279,50,Eastside,2025-04-06 21:18:25,2025-04-06 21:44:25,114.93,1.0
537,47,25,Downtown,2025-04-03 01:29:32,2025-04-03 02:22:32,43.77,
538,157,10,Westside,2025-04-03 12:50:13,2025-04-03 13:49:13,38.54,3.0
539,162,5,Suburbs,2025-03-20 11:49:24,2025-03-20 12:28:24,118.64,
540,289,16,Eastside,2025-03-11 22:36:34,2025-03-11 22:52:34,114.14,3.0
541,13,42,Eastside,2025-03-25 07:21:50,2025-03-25 08:48:50,87.12,
542,241,43,Suburbs,2025-03-21 11:35:12,2025-03-21 11:54:12,80.69,2.0
543,89,20,Suburbs,2025-04-07 21:54:13,2025-04-07 23:13:13,54.61,4.0
544,44,29,Suburbs,2025-03-11 18:57:43,2025-03-11 19:33:43,62.32,4.0
545,60,36,Downtown,2025-03-31 22:40:06,2025-03-31 23:10:06,69.91,3.0
546,40,50,Downtown,2025-03-27 21:56:50,2025-03-27 22:36:50,26.07,5.0
547,281,4,Eastside,2025-03-29 13:42:38,2025-03-29 14:56:38,33.98,5.0
548,281,22,Westside,2025-03-22 03:34:24,2025-03-22 04:53:24,113.32,
549,62,15,Uptown,2025-03-18 22:03:20,2025-03-18 23:01:20,18.26,1.0
550,300,19,Suburbs,2025-03-26 01:13:21,2025-03-26 02:14:21,25.57,1.0
551,248,47,Uptown,2025-03-30 04:49:01,2025-03-30 05:19:01,17.17,2.0
552,27,39,Eastside,2025-03-25 16:01:08,2025-03-25 16:51:08,18.78,2.0
553,290,22,Uptown,2025-03-27 07:07:09,2025-03-27 07:53:09,53.89,2.0
554,163,20,Westside,2025-03-17 13:27:27,2025-03-17 14:04:27,116.15,4.0
555,266,26,Downtown,2025-03-27 20:11:17,2025-03-27 21:06:17,112.96,
556,10,8,Uptown,2025-03-20 22:33:26,2025-03-20 23:07:26,95.06,4.0
557,236,23,Eastside,2025-03-23 18:38:31,2025-03-23 18:57:31,12.23,
558,168,20,Suburbs,2025-04-03 18:24:47,2025-04-03 19:49:47,109.25,2.0
559,12,40,Uptown,2025-03-17 20:48:14,2025-03-17 22:07:14,58.14,5.0
560,273,46,Suburbs,2025-03-18 07:07:01,2025-03-18 08:35:01,36.82,5.0
561,141,41,Eastside,2025-03-30 13:24:30,2025-03-30 14:27:30,14.17,2.0
562,141,7,Suburbs,2025-03-20 21:27:10,2025-03-20 21:52:10,111.65,1.0
563,35,48,Westside,2025-03-22 19:39:12,2025-03-22 20:01:12,30.5,5.0
564,21,31,Westside,2025-03-31 22:33:05,2025-03-31 23:25:05,80.05,5.0
565,176,31,Downtown,2025-03-25 10:03:52,2025-03-25 11:24:52,74.02,5.0
566,135,49,Suburbs,2025-03-11 12:48:23,2025-03-11 13:32:23,115.65,2.0
567,87,10,Suburbs,2025-03-20 04:58:10,2025-03-20 06:17:10,84.26,1.0
568,59,5,Westside,2025-03-11 10:48:38,2025-03-11 11:46:38,102.7,4.0
569,89,11,Westside,2025-04-05 07:12:06,2025-04-05 07:49:06,25.7,
570,274,22,Uptown,2025-04-01 02:48:38,2025-04-01 03:36:38,42.12,1.0
571,37,39,Westside,2025-03-28 23:33:18,2025-03-29 01:01:18,56.71,1.0
572,22,18,Eastside,2025-03-31 11:34:28,2025-03-31 12:58:28,119.62,4.0
573,123,32,Westside,2025-04-04 09:36:31,2025-04-04 10:20:31,39.56,4.0
574,41,18,Downtown,2025-03-10 13:48:44,2025-03-10 14:09:44,79.01,4.0
575,273,4,Downtown,2025-04-03 14:58:54,2025-04-03 15:26:54,64.19,2.0
576,10,2,Westside,2025-03-25 02:02:12,2025-03-25 03:22:12,39.73,5.0
577,198,32,Suburbs,2025-03-30 15:27:59,2025-03-30 16:43:59,20.01,1.0
578,16,38,Suburbs,2025-03-15 19:40:24,2025-03-15 20:58:24,60.69,4.0
579,10,11,Westside,2025-03-22 22:03:47,2025-03-22 22:26:47,71.47,2.0
580,247,28,Westside,2025-04-04 21:22:36,2025-04-04 22:18:36,95.06,
581,245,18,Uptown,2025-04-03 23:38:19,2025-04-04 01:02:19,21.87,5.0
582,142,37,Uptown,2025-03-23 04:46:46,2025-03-23 06:01:46,107.18,4.0
583,269,2,Uptown,2025-04-01 19:10:22,2025-04-01 20:24:22,62.73,2.0
584,194,23,Uptown,2025-04-08 13:36:44,2025-04-08 14:01:44,36.48,3.0
585,228,36,Eastside,2025-03-16 11:23:58,2025-03-16 12:08:58,92.32,4.0
586,45,7,Westside,2025-03-17 03:11:50,2025-03-17 04:19:50,78.41,5.0
587,204,12,Uptown,2025-03-24 11:28:54,2025-03-24 12:24:54,82.46,5.0
588,102,7,Suburbs,2025-04-09 03:28:56,2025-04-09 03:53:56,76.06,2.0
589,78,25,Suburbs,2025-04-09 02:18:49,2025-04-09 03:25:49,86.2,3.0
590,136,6,Westside,2025-04-01 00:12:57,2025-04-01 00:54:57,43.02,5.0
591,57,15,Suburbs,2025-03-14 08:30:44,2025-03-14 08:58:44,75.27,2.0
592,288,50,Suburbs,2025-03-18 04:12:30,2025-03-18 04:52:30,108.11,
593,103,21,Westside,2025-03-11 13:03:32,2025-03-11 14:12:32,94.18,2.0
594,31,49,Eastside,2025-03-30 05:18:53,2025-03-30 05:49:53,25.63,3.0
595,191,2,Eastside,2025-03-29 12:29:47,2025-03-29 13:18:47,109.77,3.0
596,178,35,Uptown,2025-03-31 19:13:58,2025-03-31 20:24:58,92.32,1.0
597,113,38,Suburbs,2025-03-14 01:29:56,2025-03-14 02:09:56,70.69,3.0
598,279,37,Suburbs,2025-03-19 13:26:17,2025-03-19 14:49:17,45.7,
599,164,48,Uptown,2025-03-27 09:51:37,2025-03-27 10:29:37,118.54,2.0
600,33,21,Westside,2025-03-20 07:20:48,2025-03-20 08:30:48,57.84,2.0
601,190,24,Downtown,2025-03-17 17:50:25,2025-03-17 18:59:25,26.62,
602,255,17,Westside,2025-04-01 21:52:35,2025-04-01 23:03:35,119.31,4.0
603,76,2,Downtown,2025-03-17 09:45:46,2025-03-17 10:02:46,16.94,5.0
604,98,46,Suburbs,2025-03-18 07:32:34,2025-03-18 08:27:34,35.66,3.0
605,54,12,Uptown,2025-03-30 20:41:15,2025-03-30 21:40:15,47.25,5.0
606,266,39,Uptown,2025-03-25 13:07:51,2025-03-25 13:57:51,100.15,2.0
607,22,19,Suburbs,2025-03-23 18:23:59,2025-03-23 18:51:59,49.48,2.0
608,34,8,Uptown,2025-03-16 14:02:14,2025-03-16 15:04:14,59.84,3.0
609,270,38,Eastside,2025-03-26 14:21:08,2025-03-26 15:09:08,62.5,3.0
610,120,26,Uptown,2025-03-27 23:23:19,2025-03-27 23:52:19,53.91,2.0
611,285,33,Uptown,2025-03-29 01:12:39,2025-03-29 02:32:39,96.56,
612,66,46,Suburbs,2025-03-20 23:34:01,2025-03-21 01:02:01,44.27,
613,283,17,Eastside,2025-03-20 07:30:08,2025-03-20 08:43:08,49.86,
614,210,42,Uptown,2025-03-13 05:37:44,2025-03-13 06:21:44,32.47,3.0
615,178,25,Eastside,2025-04-07 12:16:46,2025-04-07 13:04:46,44.18,3.0
616,186,19,Eastside,2025-03-24 23:44:56,2025-03-25 00:57:56,103.64,5.0
617,242,22,Downtown,2025-03-31 09:08:40,2025-03-31 09:41:40,30.41,3.0
618,143,44,Suburbs,2025-04-01 16:22:11,2025-04-01 17:47:11,41.19,5.0
619,155,21,Westside,2025-04-02 09:32:40,2025-04-02 10:22:40,65.36,5.0
620,78,48,Uptown,2025-03-24 16:11:46,2025-03-24 17:00:46,21.47,1.0
621,282,39,Eastside,2025-03-26 23:33:30,2025-03-27 00:51:30,84.62,4.0
622,132,25,Westside,2025-04-01 19:12:02,2025-04-01 19:57:02,52.99,5.0
623,244,18,Downtown,2025-03-12 08:59:42,2025-03-12 09:27:42,103.9,4.0
624,91,40,Uptown,2025-03-25 13:56:44,2025-03-25 14:25:44,43.81,4.0
625,110,11,Uptown,2025-04-07 19:15:26,2025-04-07 19:57:26,16.17,4.0
626,84,18,Eastside,2025-03-11 07:33:44,2025-03-11 08:26:44,35.89,2.0
627,174,20,Uptown,2025-03-23 07:11:24,2025-03-23 07:40:24,84.0,5.0
